지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최다풍향(16방위),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
93,북춘천,Oct-16,14.1,20.9,8.6,29,-1.9,74,112.1,39,20.5,0.9,6,70,185.3,53.29,381.67,15.7
93,북춘천,Nov-16,5.1,11.2,-0.5,19.5,-9.1,71,13.2,5.5,,0.9,5.5,50,147.4,48.44,259.88,6.2
93,북춘천,Dec-16,-0.2,5.3,-5,10.2,-12.1,74,83.1,49,,0.8,6.4,230,142.3,47.8,204.42,0.6
93,북춘천,Jan-17,-3.4,3.3,-9.8,11.6,-17,66,15.9,7.1,,1.1,7.7,50,204.2,66.6,286.3,-1.9
93,북춘천,Feb-17,-1.5,5.4,-8.2,12.2,-15.7,64,11,3.5,,1.2,6.5,50,214.9,71.04,356.79,-0.4
93,북춘천,Mar-17,4.6,12.2,-2.3,19,-8.3,59,17.9,11.5,,1.3,7,230,212.4,57.24,436.28,5.8
93,북춘천,Apr-17,13.2,21,5.6,29.1,-0.8,55,54.1,21,5,1.9,8.7,230,257.3,65.01,560.07,15
93,북춘천,May-17,18.6,26.2,11.3,30.7,6.7,56,25.5,10.5,10.5,1.8,9.4,230,280.1,63.49,645.7,21.8
93,북춘천,Jun-17,22.3,29.6,15.8,35,9.2,59,38.1,14.5,5.5,1.5,7,230,271.2,61.23,656.82,26.7
93,북춘천,Jul-17,26.3,30.7,23,34.9,19.4,78,477.8,146.5,31,1,7.4,230,126.4,28.13,421.28,28.4
93,북춘천,Aug-17,24.4,29.6,20.5,37.5,13.9,76,376.3,89,66.5,1.1,6.4,90,150.3,35.65,438.14,27.2
93,북춘천,Sep-17,19.1,26.5,13,30.5,4.9,74,33.8,17,16.5,1.1,6.2,230,220.3,59.06,480.31,22.6
93,북춘천,Oct-17,13.5,21,7.7,26.9,-3.7,74,42.6,22.5,7,1.1,5.9,360,196.9,56.61,366.06,15.7
93,북춘천,Nov-17,3.2,9.9,-3,18.8,-10.2,67,15.9,6.9,,1.2,8,20,185.3,60.83,267.52,4.6
93,북춘천,Dec-17,-4.3,1.5,-10.3,8.6,-19,67,24.5,10.4,,1.2,7.2,20,183.8,61.72,248.12,-1.3
93,북춘천,Jan-18,-6,0.6,-11.8,8.6,-21.7,60,6.5,3.7,,1.3,8.4,20,203,66.23,297.61,-3.4
93,북춘천,Feb-18,-3.4,3.6,-10.3,10.4,-19.2,53,33,28.5,,1.5,7.5,200,214.2,70.86,345.45,-2.2
93,북춘천,Mar-18,7,13.8,0.2,23.4,-8.2,61,32,11,,1.8,8.8,50,204.3,55.07,434.45,7.5
93,북춘천,Apr-18,12,19.5,4.9,29.2,-3,60,117.2,46.5,8,1.9,8.7,200,218.7,55.3,505.89,14
93,북춘천,May-18,17.2,23.9,10.8,31,2.9,66,200.5,97,26.5,1.7,8.3,200,233.2,52.89,577.58,20.2
93,북춘천,Jun-18,22.6,29.3,16.6,34.5,11.9,63,88.6,57.5,24.5,1.5,8.6,230,252.8,57.08,628.31,28.4
93,북춘천,Jul-18,26.3,31.8,21.7,37.6,13.7,71,189.7,76.5,16.5,1.3,6.7,200,243.9,54.26,520.07,
93,북춘천,Aug-18,26.9,32.9,22.2,40.6,15.8,69,354.6,189.5,45,1.3,10.3,50,223,52.83,464.48,31.7
93,북춘천,Sep-18,19.1,25.7,13.4,29.5,6.5,72,63,28,16,1.1,5.9,70,205.5,55.05,397.14,22.8
93,북춘천,Oct-18,10.3,17.9,4.4,25,-2.5,75,102.6,59.5,9,1.1,8.6,360,200.3,57.54,314.48,12.8
93,북춘천,Nov-18,5.1,12.1,0,19.3,-7.3,75,56.9,44.5,,0.7,6.7,200,148.2,48.61,206.42,6.4
93,북춘천,Dec-18,-3.2,3.4,-8.7,12,-16.9,62,17.3,8,,1,6.4,20,194.9,65.42,216.07,-1.7
93,북춘천,Jan-19,-3.9,4.2,-10.9,8.3,-15.1,56,0.2,0.2,,1,7.7,20,228.9,74.78,251.44,-3.3
93,북춘천,Feb-19,-0.6,5.9,-6.7,13.4,-13.6,59,27.5,17.2,,0.9,5.9,200,201.8,66.82,324.29,0.7
93,북춘천,Mar-19,5,12.3,-1.8,18.3,-7.3,58,30.9,15.5,,1.4,8.4,200,199.4,53.82,431.23,6.3
93,북춘천,Apr-19,10.6,18.3,3.3,28.3,-5.1,57,49.7,16.4,7.6,1.5,7.6,200,205.8,52.09,525.84,13.2
93,북춘천,May-19,18.3,26.6,10,33.3,2.6,55,31.4,16.1,3.4,1.6,8,200,298.6,67.74,742.98,23.2
93,북춘천,Jun-19,21.4,27.8,15.5,33.1,9.9,72,88.7,25.2,15.6,1.2,7.4,200,235,53.06,652.98,26.4
93,북춘천,Jul-19,25,29.9,21,36.2,14.8,78,252.2,85.7,24.3,1.2,5.7,50,140.5,31.24,494.97,28.6
93,북춘천,Aug-19,25.6,31.2,21.2,36.5,16.1,80,186.6,68.6,33.1,1.1,7,200,220.9,52.33,583.7,29.4
93,북춘천,Sep-19,20.7,26.5,16.2,31.6,10.7,80,147.9,54.4,38.8,1.1,12.5,230,138.1,36.94,395.49,23.7
93,북춘천,Oct-19,14,20.7,8.3,29.9,0.2,78,48.4,17.8,4.6,1,6.2,20,189.2,54.34,372.17,16.5
93,북춘천,Nov-19,4.9,11.9,-0.6,20.3,-7.5,76,57.8,29.4,,0.9,7.9,320,167.3,54.83,272.42,6.4
93,북춘천,Dec-19,-0.7,4.3,-5.4,10.5,-13.4,74,10.5,2.7,,0.9,7.7,340,143.2,48.1,217.32,0.4
93,북춘천,Jan-20,-0.7,5.6,-5.8,10.9,-10.6,73,55.9,37.5,,1,5.9,20,187.4,61.24,278.76,0
93,북춘천,Feb-20,0.7,6.9,-5,15.5,-14.8,69,35.3,19.4,,1.2,8.6,200,183.5,58.61,331.85,2.6
93,북춘천,Mar-20,6.1,13.5,-1.5,21,-6.6,57,13.7,7,,1.5,9.6,200,238.5,64.18,509.82,8.7
93,북춘천,Apr-20,9.7,17.4,1.7,24.6,-4.5,52,17,10.2,4.1,1.9,9.5,200,257.6,65,605.88,14.2
93,북춘천,May-20,17.4,23.7,11.5,29.8,5.4,72,122.2,40.5,13,1.5,8.7,200,193.7,43.89,583.23,21.5
93,북춘천,Jun-20,23.5,29.5,17.9,35.8,13.6,72,79.1,45.1,11.6,1.5,7.9,200,225.2,50.85,650.42,30.1
93,북춘천,Jul-20,23.3,27.9,19.1,32.7,16.1,81,183.6,60.9,17,1.3,10.5,20,140.4,31.24,511.36,26.5
93,북춘천,Aug-20,25.6,29.6,22.8,35.4,20.3,90,821.2,188.5,72.5,1,7.3,230,92.3,21.92,356.98,27.1
93,북춘천,Sep-20,19,24.9,14.5,30,8.2,84,153.1,43.1,11.4,1.3,11.2,20,162.6,43.64,421.25,21.4
93,북춘천,Oct-20,10.9,19.1,4.5,23.7,-2.7,78,0.3,0.2,0.2,0.9,8.1,230,221.5,63.72,420.29,14.6
93,북춘천,Nov-20,5.3,12.1,-0.3,19.4,-8.3,73,75.2,62.8,,1.2,7.3,200,181.1,59.51,287.49,6.9
93,북춘천,Dec-20,-3.6,2.9,-9.1,9.9,-18.5,69,4.8,4.5,,0.9,6.1,20,197.9,66.5,268.95,-2.2
93,북춘천,Jan-21,-5.7,0.7,-11.8,11.5,-22.5,68,14.3,3.3,,1,10.2,20,181.6,59.23,274.71,-3.6
93,북춘천,Feb-21,0.4,7.6,-6.3,19.7,-14.2,61,5.6,2.6,,1.5,7.9,200,210.7,69.65,366.24,1.3
93,북춘천,Mar-21,7.1,14.3,0.5,22.8,-4.7,68,100.1,66.2,,1.3,8.8,200,217.1,58.5,471.84,8.9
93,북춘천,Apr-21,12.4,19.5,5.5,29.2,-0.1,61,110.2,56.6,9.2,1.5,7.8,200,225.5,56.97,564.07,15.5
93,북춘천,May-21,15.6,22.1,9.8,30.6,3.1,75,159.3,67.4,11.7,1.4,9.1,230,190.3,43.13,569.66,18.8
93,북춘천,Jun-21,21.6,27.5,16.7,32.3,12.4,78,128.1,26.2,15.5,1.2,7.3,200,186.6,42.13,599.05,24.8
93,북춘천,Jul-21,26.7,32.7,22,36.6,18.5,80,202,58.7,28.2,1,7.7,250,251.7,56.01,697.93,32.2
93,북춘천,Aug-21,24.3,29.3,20.5,34.4,15.7,82,122.5,31.2,26.1,1.1,7.2,50,154,36.54,480.64,28.1
93,북춘천,Sep-21,20.7,26.4,15.7,29.7,13.2,79,103.7,37.5,11.7,1.1,6.2,50,188.6,50.56,464.07,23.5
93,북춘천,Oct-21,13.1,19.6,7.9,28.2,-2,83,64.4,29.7,11.6,0.9,5.2,50,160.2,46.06,342.76,15
93,북춘천,Nov-21,5.3,12.2,-0.4,21,-6.6,75,49.8,27.1,,1.2,7.9,250,163.1,53.55,271.29,5.7
93,북춘천,Dec-21,-2.2,3.8,-7.5,11.4,-17.2,72,5.2,1.9,,1.1,8.4,340,173.8,58.36,252.38,-1.1
93,북춘천,Jan-22,-5.1,1.8,-11.5,7.8,-16.6,65,1.9,1.5,,0.8,6.4,20,219.2,71.52,314.35,-3.7
93,북춘천,Feb-22,-3.5,3.7,-10.6,10.7,-15.8,55,6.3,4.6,,1.5,8.1,250,224.1,74.13,380.96,-1.6
93,북춘천,Mar-22,5.7,12.5,-0.9,18.5,-7.6,66,88.3,31.7,,1.4,9.1,200,195.6,52.72,427.61,6.4
93,북춘천,Apr-22,13,21.2,5.1,29.8,-1.9,56,27.7,16.7,3.6,1.7,7.1,200,264.2,66.78,620.33,16.5
93,북춘천,May-22,17.2,25,9.4,30.7,2.4,60,8.1,4.6,3.9,1.7,8.6,200,281.3,63.79,716.21,22.7
93,북춘천,Jun-22,21.9,27,17.3,34.2,9.2,78,386.5,129.9,23,1.3,6.8,200,142.7,32.22,497.81,24.8
93,북춘천,Jul-22,26,31.1,22.2,35.8,19.6,85,223.8,74.7,28.1,1,6.5,200,174.6,38.84,582.61,29.8
93,북춘천,Aug-22,24.5,28.8,21.4,33,12.1,88,418.4,110.8,32,1,6.1,230,121.9,29.88,421.2,27.3
93,북춘천,Sep-22,19.8,26.5,14.4,30.8,6.8,80,239,158,14.8,1.1,6.7,50,207,55.45,496.4,23.4
98,동두천,Sep-16,21.6,28.2,17,30.9,10,69,39.6,18.3,10.1,1.2,6.7,20,196.5,52.71,,25.8
98,동두천,Oct-16,14.6,21.5,9.2,28.5,-1.8,67,154.9,70,27.6,1.3,7.1,20,185.2,53.28,,15.7
98,동두천,Nov-16,6.1,12.2,1,20,-8.7,59,18.1,5.9,,1.5,6.2,320,155.2,50.99,,6.2
98,동두천,Dec-16,0.6,6.5,-4.3,14.6,-12,61,67.7,29.5,,1.5,8.1,340,150.6,50.59,,0.3
98,동두천,Jan-17,-2.5,4.1,-7.9,13.6,-14.9,56,15.5,5.2,,1.7,7.6,320,205.4,66.97,,-1.8
98,동두천,Feb-17,-0.8,5.7,-6.6,12.4,-11.8,53,15.1,4.8,,1.9,7.8,320,207.9,68.75,,0
98,동두천,Mar-17,5.6,13.7,-0.8,21,-7.3,48,15.1,11.2,,1.8,8.6,270,237,63.85,,6.6
98,동두천,Apr-17,13.2,21.3,6.9,28.3,0.5,51,67.5,24.1,5.8,2.2,8.7,230,252.9,63.9,,16.2
98,동두천,May-17,18.4,26.2,11.7,30.9,6.9,55,22.7,10.4,9.7,1.9,10.1,250,289.6,65.65,,24.4
98,동두천,Jun-17,22.2,29.7,16,35.5,10.6,59,50.5,16.4,16.1,1.7,6.7,270,251.8,56.87,,29.3
98,동두천,Jul-17,26,30.5,22.9,34.5,20.2,81,376.3,93,36.5,1.5,7,230,119.6,26.61,,28.6
98,동두천,Aug-17,24.5,29.8,20.9,35.9,13.6,77,334.6,91.3,35,1.4,6.8,20,154.4,36.62,,27.9
98,동두천,Sep-17,20.1,27.2,14.5,30.4,6.8,68,25.3,19.8,6.7,1.3,8.1,20,229.5,61.51,,23.9
98,동두천,Oct-17,14.1,21.7,8.5,27.8,-0.9,65,18.5,8.2,4.9,1.3,8,20,152.9,43.96,,16.5
98,동두천,Nov-17,4.2,11,-1.4,19.5,-9.2,57,19,6.8,,1.7,10,320,160.1,52.58,,5.5
98,동두천,Dec-17,-3.3,2.2,-8.5,9.7,-16.6,58,29.6,12.1,,1.6,7.4,290,185.3,62.26,,-1.5
98,동두천,Jan-18,-5.4,0.8,-10.1,9.8,-20.4,51,7,5.8,,1.7,7.6,270,198,64.6,,-2.9
98,동두천,Feb-18,-2.6,4.4,-8.6,11.7,-16.9,45,30.7,22.4,,1.9,7.9,320,215,71.14,,-1.6
98,동두천,Mar-18,7.4,14.6,1.9,23.8,-8.4,58,38.7,13.5,,1.9,10.9,20,209,56.35,,8.3
98,동두천,Apr-18,12.4,19.9,6.3,28.7,-1.6,55,125.9,57.4,8.3,2.1,9.8,250,215.9,54.6,,14.5
98,동두천,May-18,17.4,24.1,11.4,30.4,5.3,65,242.9,98.6,17.7,1.8,8.8,20,242.6,55,,20.8
98,동두천,Jun-18,22.1,28.7,16.7,32.2,13.6,67,193.6,118.4,38,1.5,6.5,250,237,53.54,,27.3
98,동두천,Jul-18,26.3,31.5,22.2,36.2,16,75,216.9,47.1,34.5,1.4,7.9,20,240.5,53.49,,30.7
98,동두천,Aug-18,27.2,33.3,23,38.7,17.2,72,407.4,279.6,59.7,1.5,6,20,226.3,53.63,,33
98,동두천,Sep-18,19.8,26.2,14.8,31.5,7.5,69,56.5,23.1,13.2,1.3,6.9,50,210,56.26,,22.7
98,동두천,Oct-18,11.4,18.6,5.5,25.6,-1.4,65,107.9,33.7,7.1,1.4,8.3,20,230.7,66.29,,13.4
98,동두천,Nov-18,6.4,13.5,1.2,20.8,-5.7,62,61.5,49,,1.2,7,20,166.6,54.66,,6.1
98,동두천,Dec-18,-2,4.6,-7.3,12.6,-15.5,48,11,5.8,,1.5,7.3,320,198.7,66.75,,-1.2
98,동두천,Jan-19,-2.4,4.9,-8.3,9.8,-13,46,0.4,0.4,,1.4,7.2,20,212.7,69.46,,-2.3
98,동두천,Feb-19,-0.3,6.3,-6,14.4,-11.3,54,26.7,17.9,,1.4,7.1,360,202,66.91,,0.3
98,동두천,Mar-19,5.7,12.9,-0.4,18.5,-5.2,62,32.5,12.6,,1.8,10.8,250,221.6,59.81,,6.4
98,동두천,Apr-19,11,18.3,4.4,28.4,-3.6,60,34.8,11.5,3,1.6,9.5,250,219.2,55.45,,13.6
98,동두천,May-19,18.3,26.2,10.8,32.8,4.5,57,34.5,20.7,5.5,1.8,8.6,250,323,73.26,,24.6
98,동두천,Jun-19,21.1,27.3,15.8,31.8,11.6,75,63.2,24.1,12.9,1.3,6.2,250,237.8,53.72,,27.3
98,동두천,Jul-19,24.6,29.5,21,35.8,16.5,82,329.8,80.8,35.2,1.4,5.8,180,151.8,33.76,,28.2
98,동두천,Aug-19,25.4,30.5,21.2,35.3,16.3,83,135.2,46.9,15.3,1.1,6.3,20,249.4,59.07,,28.5
98,동두천,Sep-19,20.8,26.2,16.5,29.9,9.6,81,247.5,129.6,25.8,1.1,13.9,20,179.5,48.05,,23.2
98,동두천,Oct-19,14.4,21,8.8,27.9,1.1,79,38.2,20.6,3.1,1.1,5.9,20,223.8,64.24,,16
98,동두천,Nov-19,5.7,12.8,0.3,19.7,-6.6,71,58.1,13.9,,1.2,7.7,360,194.5,63.75,,6.4
98,동두천,Dec-19,0,5,-4.8,13.3,-13.4,73,27.2,11,,1.3,7.5,290,148,49.68,,0.4
98,동두천,Jan-20,0,5.9,-4.5,12.4,-10.2,71,71.4,49.1,,1.1,7.4,20,186.6,60.98,,-0.3
98,동두천,Feb-20,1.2,7.6,-3.7,17.5,-14.9,72,54.8,22.9,,1.4,8.2,20,179.4,57.32,,2.4
98,동두천,Mar-20,6.7,14.4,0,22.3,-5.4,57,19.7,14,,2,10.7,230,254.1,68.4,,7.2
98,동두천,Apr-20,10.2,17.9,3.3,24.6,-0.7,54,19.5,13.7,6.3,2.1,9.6,230,280.7,70.85,,13
98,동두천,May-20,17.1,23.7,11.8,29.5,6.5,77,134.3,38.8,9.8,1.4,8.4,250,205.7,46.6,,20.9
98,동두천,Jun-20,22.8,28.8,17.9,35.5,13.3,76,128.6,57.1,12.5,1.4,9,230,245.1,55.34,,29.9
98,동두천,Jul-20,23,27.5,19.4,32.2,16.2,85,248,95.2,22.3,1.2,6.2,20,167.1,37.2,,26.4
98,동두천,Aug-20,25.3,28.8,22.8,35,19.8,93,757.8,129.1,34.5,1.5,10.3,160,101.4,24.06,,27.5
98,동두천,Sep-20,19.5,25,15.4,30.1,9.3,83,130.4,45,10,1.4,8.7,20,208.2,55.86,,22.8
98,동두천,Oct-20,12,19.5,5.9,24.8,0,72,2.9,1.5,1.5,1,5.8,20,235.8,67.86,,15.1
98,동두천,Nov-20,6.3,12.8,0.8,19.7,-7.5,70,73.9,52.5,,1.4,7.8,320,177.6,58.34,,6.5
98,동두천,Dec-20,-2.2,3.7,-7.2,10.9,-15.9,64,0.6,0.3,,1.3,7.6,320,198.6,66.71,,-1.1
98,동두천,Jan-21,-4.2,2.1,-9.9,15,-20.2,64,15.4,4.7,,1.4,10.7,290,188.8,61.56,,-3.1
98,동두천,Feb-21,1.3,8.4,-5,19.2,-12.2,60,8.5,5.8,,1.9,9.3,320,189.6,62.7,,2.3
98,동두천,Mar-21,7.7,15.5,1.6,23.9,-3.8,68,107.8,70.7,,1.6,8.1,20,238.4,64.22,,10.2
98,동두천,Apr-21,13,20.3,6.7,29.1,0,60,99.3,49,8.6,1.7,9,20,239,60.37,,15.7
98,동두천,May-21,15.8,22.2,10.2,29.9,5,77,228.8,79.4,12.4,1.5,8.2,230,210.8,47.78,,19.3
98,동두천,Jun-21,21.3,27,16.8,30.8,11.5,83,103.3,23.7,21,1.1,6.2,250,207.7,46.9,,25.9
98,동두천,Jul-21,26.4,31.7,22.1,35.7,18.5,83,100.2,34.8,17.6,0.9,6.9,20,237.8,52.9,,32.2
98,동두천,Aug-21,24.3,29.2,20.6,32.6,17.7,85,140.6,52.7,18.2,0.9,5.8,20,163.4,38.76,,28.5
98,동두천,Sep-21,20.8,26.3,16.2,29.6,13.8,82,100.6,50.1,15.9,1,6,50,203.5,54.54,,23.7
98,동두천,Oct-21,13.7,19.9,8.5,28.2,-0.9,80,71.2,36.8,18.2,0.9,5.6,20,186.5,53.62,261.64,15.8
98,동두천,Nov-21,6.4,13.3,1,22.2,-5.4,73,51.6,22.6,,1.3,8.8,290,166.8,54.76,258.11,6.6
98,동두천,Dec-21,-1.1,5,-6.1,12.8,-17.3,66,8.3,3.3,,1.4,7.9,320,185.1,62.2,248.82,-0.5
98,동두천,Jan-22,-3.9,2.6,-9.7,7.8,-15.1,60,6.5,2.8,,1.1,6.9,20,214.7,70.05,291.73,-3.2
98,동두천,Feb-22,-2.6,4.4,-8.5,11.6,-13.3,56,7.1,3.4,,1.8,8.2,290,220,72.8,358.65,-1.3
98,동두천,Mar-22,6.4,13.6,0.6,20.8,-5.5,64,91,25.9,,1.6,11.2,360,201.9,54.44,420.72,6.6
98,동두천,Apr-22,13.6,21.7,6.9,30.3,-0.7,56,17.8,15.2,3.8,1.7,7,250,262.9,66.47,597.77,17.9
98,동두천,May-22,17.4,25.2,10.4,30.4,3.7,60,16.4,13.3,9.3,1.6,8.7,250,305.2,69.19,715.03,24.4
98,동두천,Jun-22,21.5,26.6,17.4,31.9,11.9,81,522.8,219.9,43.7,1.4,9.1,200,162.2,36.64,457.51,24.8
98,동두천,Jul-22,25.8,30.4,22.2,35.4,19,85,302.7,92.2,38.5,1,5.5,160,189,42.04,534.41,29.1
98,동두천,Aug-22,24.2,28.2,21.2,31.7,12.4,88,506.8,147.2,55,1.1,7.2,200,143.4,33.98,419.33,27.2
98,동두천,Sep-22,20,26.3,15.1,30.8,8.6,79,204.5,106.6,17.3,0.8,5.5,20,220,58.93,483.74,23.3
119,수원,Sep-16,22.7,27.6,18.9,31.5,14.1,75,67.8,29.1,5.7,1.7,7.4,90,163.2,43.82,334.72,22.9
119,수원,Oct-16,15.7,21.2,11.1,28.9,0,72,99.1,30.7,10.2,1.7,6.2,110,168.5,48.39,273.41,16
119,수원,Nov-16,7,12.3,2.2,20,-4.6,64,17.4,3.1,,1.7,5.7,290,166.5,54.45,211.07,6.8
119,수원,Dec-16,1.7,6.9,-2.9,14.6,-9.5,67,63.4,32.6,,1.6,6.4,290,159.1,53.21,185.35,1.4
119,수원,Jan-17,-1.5,3.8,-6.2,11.9,-13.6,65,19.4,7,,1.7,6.8,290,205.8,66.75,233.11,-0.4
119,수원,Feb-17,0,5.5,-5.2,13,-9.8,60,22.5,9.1,,2,6.4,290,207.8,68.49,292.05,-0.3
119,수원,Mar-17,5.7,12.5,0.1,18.7,-5.6,58,9,6.2,,1.9,6.8,290,246.5,66.39,419.62,5.8
119,수원,Apr-17,13.2,20.1,7.5,28.1,1.8,60,52.5,33.8,6.4,2.1,8.3,270,254.8,64.49,482.32,15.1
119,수원,May-17,18.4,25.3,12.4,30.3,8.6,63,22.5,7.1,5.4,2,8.8,270,303.2,68.99,581.1,23
119,수원,Jun-17,22.4,28.7,17.3,33.2,12.5,67,27.6,7.3,4.7,2,6.8,270,275.6,62.59,553.96,27.4
119,수원,Jul-17,26.5,30.5,23.7,35.8,21.4,88,684.5,104.8,61.2,1.6,6,200,123.7,27.62,338.13,27.7
119,수원,Aug-17,25.5,29.8,22.3,36.9,15.1,81,359.7,130.8,51.2,1.8,6.3,90,162.5,38.64,369,26.9
119,수원,Sep-17,21.2,27.1,16.3,29.8,8.6,72,26.1,15.7,7.8,1.6,6.8,270,239.3,64.17,408.02,22.1
119,수원,Oct-17,15.4,21.7,10.2,28.6,0.3,68,28.7,16.8,5.9,1.5,7.1,290,212.5,60.98,318.45,15.8
119,수원,Nov-17,5.7,11.5,0.4,20,-6.1,65,37.6,13,,1.7,7.4,290,193.5,63.24,234.02,5.8
119,수원,Dec-17,-1.4,3.3,-5.8,9,-11.5,62,38.5,17,,1.8,7.2,290,180.9,60.48,207.9,-1.4
119,수원,Jan-18,-3.6,1.3,-7.8,8.9,-16.8,57,7.9,2.1,,1.8,7.1,320,194.1,62.98,231.84,-2.3
119,수원,Feb-18,-1.6,4.3,-6.8,11.1,-14.6,54,29.1,22.9,,2,6.8,290,201.3,66.41,279.52,-1.2
119,수원,Mar-18,7.9,14.2,2.9,23.2,-6.2,69,86,46.5,,2.1,8.2,270,212.2,57.2,377.9,8.4
119,수원,Apr-18,12.6,19.3,6.8,27.3,0,65,128.8,66.2,11.6,2,8.7,270,219.2,55.51,493.31,13.4
119,수원,May-18,17.9,23.7,12.6,29.5,6.9,73,196.4,64.8,25.4,2,7.9,270,219.3,49.91,564.21,18.4
119,수원,Jun-18,22.6,28.7,17.9,33.3,14,72,107,95.5,28.5,1.9,6.3,270,229.2,52.06,610.81,25.8
119,수원,Jul-18,27.5,32.5,23.5,37.5,18.5,75,222.7,105.7,27.8,1.8,5.6,270,255.2,56.98,609.73,29.7
119,수원,Aug-18,28.4,33.5,24.6,39.3,19,72,218.6,124.8,38.7,2.1,6.3,270,234.8,55.83,546.86,32.4
119,수원,Sep-18,21.1,26.2,16.8,30.7,9.2,71,61.7,20,6.8,1.9,5.9,90,212.3,56.89,459.39,22.3
119,수원,Oct-18,12.6,19.1,7.2,25.6,-0.2,73,132.7,76,10.8,1.4,7.6,290,240.8,69.06,399.52,12.9
119,수원,Nov-18,7.7,14.2,2.6,20.6,-4.3,71,78.1,64,,1.3,6.9,270,186.7,60.95,271.71,5.9
119,수원,Dec-18,-0.3,5.2,-5.1,13.4,-13.2,56,24.1,10.3,,1.7,5.9,290,200.4,67,253.86,-1.4
119,수원,Jan-19,-1.1,4.9,-6.3,9.2,-10.7,59,0.5,0.4,,1.5,6.7,290,221.4,71.84,286.81,-2.9
119,수원,Feb-19,0.8,6.8,-4.3,14.8,-9.5,61,33.4,22.7,,1.6,5.9,270,182.4,60.24,315.33,1.3
119,수원,Mar-19,6.6,13.3,0.9,18.2,-3.3,64,39.6,23.6,,1.9,7.8,270,206,55.56,433.09,6.9
119,수원,Apr-19,11.7,18.2,5.7,29.2,-1.9,63,43.6,18.1,5,1.8,6.8,270,207.2,52.54,487.34,12.6
119,수원,May-19,18.4,25.9,11.8,32.6,6.7,61,26.7,16.5,3.6,2,7.2,270,306.8,69.89,713.17,21.7
119,수원,Jun-19,22.1,27.9,17.2,32.7,12.4,71,68.8,38.7,11.7,1.8,5.7,270,229.4,52.11,603.82,25.3
119,수원,Jul-19,25.8,30.3,22.3,35.1,18.4,77,190.9,108,25.4,2,7.5,90,139.7,32.19,436.88,28.3
119,수원,Aug-19,26.8,31.5,23.1,36.5,17.4,72,117.9,46.7,20.3,1.8,7.2,270,236.9,56.24,548.63,27.9
119,수원,Sep-19,22.3,26.8,18.3,30.4,11.7,80,201.9,80.6,39.5,1.8,13.6,90,152,40.71,372.93,22.6
119,수원,Oct-19,16,21.3,10.9,27.8,3,79,73.1,25.6,8.9,1.7,5.6,290,225.5,64.65,392.02,16.4
119,수원,Nov-19,7.5,13.4,2.2,20.7,-3.9,73,93.2,41.6,,1.7,7.5,320,199.8,65.21,280.96,7.3
119,수원,Dec-19,1.5,5.8,-3,14.3,-10.8,76,26.2,6.2,,1.7,7.7,320,167.9,56.12,226.64,1
119,수원,Jan-20,1.6,6.4,-2.6,12.2,-7,78,61,50.8,,1.6,9.4,270,171.8,55.82,249.4,0.9
119,수원,Feb-20,2.4,7.3,-2,15.3,-11.9,81,59.2,22.6,,1.9,8.4,290,191.1,60.86,320.22,2.6
119,수원,Mar-20,7.1,13.3,1.2,20.9,-3.8,71,19.5,7.6,,2.4,9.7,270,259.6,69.9,520.32,7.3
119,수원,Apr-20,10.5,16.6,5,23.8,1.1,69,15.8,11.5,3.7,2.7,9.5,270,305.5,77.28,639.12,12.9
119,수원,May-20,17.6,23.3,13,29.7,8.6,79,97.9,36.7,29.1,1.9,8,270,208.4,47.39,559.39,19.7
119,수원,Jun-20,23,28.5,18.6,34,13,77,91.1,29.5,11.8,2,7.7,270,223.8,50.82,579.08,27.3
119,수원,Jul-20,23.8,27.9,20.5,33,17.5,83,384.7,92.9,37.2,1.9,8,250,142.3,31.78,436.97,25.4
119,수원,Aug-20,26.7,30.2,24.1,34.9,21.7,89,659.3,134.2,48,2,9.1,250,116.2,27.65,357.68,27.2
119,수원,Sep-20,21.1,25.7,17.3,29.7,12.6,79,163.4,59.9,10.1,1.9,9.9,270,192.6,51.72,428.77,22.3
119,수원,Oct-20,13.8,19.7,8.2,24.3,2.2,70,22.2,21.9,20.8,1.5,7.5,320,241,69.25,415.47,14.8
119,수원,Nov-20,7.7,12.8,2.8,20.7,-5,70,56.8,43.3,0,1.8,8.1,320,183.7,60.07,269.88,7.9
119,수원,Dec-20,-0.4,4.3,-4.7,11.4,-12.6,65,4.6,2.4,,1.8,7,320,208.2,69.63,261.57,0
119,수원,Jan-21,-2.4,2.6,-7.8,14.2,-18.6,67,24.1,9.1,,1.9,10.4,320,191.6,62.15,275,-1.1
119,수원,Feb-21,2.2,7.8,-3.3,18.5,-10.3,64,9.7,3.8,,2.2,8.4,290,199.1,65.6,335,2.8
119,수원,Mar-21,8.1,14.6,2.7,22.9,-2.1,72,102.8,70.7,,1.9,8.2,270,221.4,59.63,457.07,8.7
119,수원,Apr-21,13.5,19.4,8,28.6,3,62,106.4,46.7,10.1,2.2,7.1,270,226.8,57.4,541.96,14.9
