지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
143,대구,2015-04,14.6,20.2,9.5,63,82.7,2.3,7.4,47.06,488.72,16.6
143,대구,2015-05,21.7,28,15.4,49,34.7,2,7.3,71.01,750.05,25.4
143,대구,2015-06,22.9,28.5,18.3,66,62.1,2.3,6.7,36.55,534.92,28.7
143,대구,2015-07,25,29.5,21.3,72,157.5,2.4,7.7,33.8,484.24,29.1
143,대구,2015-08,26,31.2,22,75,269.5,1.7,8.5,42.5,500.66,30.1
143,대구,2015-09,20.6,25.9,16.2,77,70.3,1.8,6.6,53.06,455.78,25.4
143,대구,2015-10,15.8,22.2,10.4,68,38.1,1.9,8.9,72.5,436.43,19.4
143,대구,2015-11,11,15,7.6,80,70.9,1.9,7.6,30.1,191.6,12.2
143,대구,2015-12,4.5,9,.5,69,33.5,1.9,8,52.81,224.17,5
143,대구,2016-01,-.2,4.3,-4.2,58,23.8,2.1,10.8,62.77,265.94,.3
143,대구,2016-02,3.1,8.3,-1.6,52,15.5,2.4,8.9,65.25,352.07,4.2
143,대구,2016-03,8.8,14.5,3.5,55,67.5,2.2,7.5,55.26,459.3,11.2
143,대구,2016-04,14.9,21,9.5,61,151,2.5,12.1,50.38,507,17
143,대구,2016-05,20,26.7,13.6,59,65,2.3,11.6,63,655.45,24
143,대구,2016-06,23.4,28.3,19.1,67,45.7,2.2,7.6,41.71,524.66,28.5
143,대구,2016-07,26.4,31.5,22.6,73,307.3,2,7.7,39.05,516.26,31.7
143,대구,2016-08,27.6,33.2,23.2,65,81.2,2.3,10.3,62.94,598.37,34
143,대구,2016-09,21.9,25.9,18.7,79,306.5,1.6,6.4,26.36,325.16,24.7
143,대구,2016-10,16.6,21,13.1,75,111.5,1.7,7.7,36.61,304.1,18.6
143,대구,2016-11,8.8,14,4.1,62,11.3,1.9,7.6,56.77,278.14,9.6
143,대구,2016-12,4,8.7,-.6,58,41,2.1,8.8,58.48,240.44,4
143,대구,2017-01,1.1,6.3,-3.7,52,2.5,2.5,9.9,68.76,301.04,1.3
143,대구,2017-02,3.2,8.8,-2.2,46,25.7,2.8,9.4,73.25,381.1,4.1
143,대구,2017-03,7.9,13.9,2.4,50,38.4,2.3,9.3,63.4,490.83,10.1
143,대구,2017-04,15.7,22,9.6,52,53,2.3,7.8,61.32,575.09,18
143,대구,2017-05,20.8,27.5,14.5,52,33.1,2.3,9.4,65.02,668.09,26.1
143,대구,2017-06,23.3,30,17.9,60,71.5,2.4,7.7,58.87,664.08,30.3
143,대구,2017-07,28,32.8,24,75,105.3,1.9,8.2,31.37,475.51,31.5
143,대구,2017-08,26.4,31.4,22.5,75,171.3,2.2,7.4,49.16,535.56,30
143,대구,2017-09,21.5,27,16.4,68,97.5,1.8,7.5,58.03,473.31,25.8
143,대구,2017-10,16.2,21.2,12,71,54.3,1.8,8.2,44.17,339.76,18.2
143,대구,2017-11,7.8,14.2,2.3,53,.1,2,9.1,72.77,321.59,8.5
143,대구,2017-12,.7,5.8,-4,46,11,2.6,8.8,74.62,285.63,.9
143,대구,2018-01,-.9,4,-5.2,49,21.1,2.5,9.1,69.46,311.43,-.3
143,대구,2018-02,1.3,7.1,-4.2,40,25.1,2.5,9.6,68.55,356.28,1.8
143,대구,2018-03,9.2,15.6,3.3,60,98.7,2.3,10.5,59.09,470.41,10.2
143,대구,2018-04,15,21.4,8.9,52,113,2.6,8.8,62.97,559.89,17.9
143,대구,2018-05,19.2,24.8,14.2,62,99.7,2.4,9.5,46.74,569.94,22.5
143,대구,2018-06,23.6,28.7,18.7,60,121.1,2.2,7.7,46.12,575.54,27.7
143,대구,2018-07,28.2,33.1,24,66,169.6,2.2,7,50.72,583.52,33.2
143,대구,2018-08,27.7,32.9,23.7,68,334.2,2.4,8,52.51,544.94,32.1
143,대구,2018-09,21,25.4,17.2,71,109,1.9,7.1,38.26,391.07,23
143,대구,2018-10,14.3,20,9.3,63,165.1,1.8,9,68.21,417.44,16.3
143,대구,2018-11,8.8,15.2,3.3,63,17.2,1.3,7.7,60.26,290.08,9.1
143,대구,2018-12,2,7,-2.3,50,23.8,2.1,8.8,61.06,260.56,2.1
143,대구,2019-01,1.7,7.3,-3.5,44,9.5,2.3,8.6,73.55,319.27,1.4
143,대구,2019-02,4,9.1,-.9,47,26.2,2.1,7.7,63.68,345.66,4.3
143,대구,2019-03,9.4,15.5,3.6,50,20.7,2.4,8.5,63.56,500.7,11.2
143,대구,2019-04,13.5,19.4,8,52,88,2.2,7.9,49.51,480.63,16.1
143,대구,2019-05,20.7,27.5,13.6,47,25.7,2.1,7.9,67.8,702.36,24.6
143,대구,2019-06,22.8,28.5,17.8,65,160.8,2.1,7.4,54.68,620.6,27.3
143,대구,2019-07,25.8,30,22.3,76,139.4,1.9,7.3,35.17,487.33,28.3
143,대구,2019-08,27.4,32.2,23.7,74,141.9,1.9,7.2,47.45,515.88,30.9
143,대구,2019-09,22.6,27,19.1,79,185.5,1.7,7.8,36.73,379.27,24.4
143,대구,2019-10,16.8,22,12.2,71,155.2,1.7,7.3,56.88,386.33,18.2
143,대구,2019-11,9.8,16.3,4.3,66,15.3,1.7,8.4,59.94,291.61,10.1
143,대구,2019-12,3.5,9,-1,57,27.5,2.1,9.1,62.38,257.63,3.1
143,대구,2020-01,3.8,8.4,.1,61,70.4,2.1,8.6,48.67,266.64,3.3
143,대구,2020-02,4.9,10.4,.2,59,40.2,2.4,9.2,65.04,375.31,5.6
143,대구,2020-03,9.5,15.8,3.6,61,24.5,2.5,10.6,66.21,540.59,11.3
143,대구,2020-04,12.6,19,6.5,53,32.4,2.9,9.9,69.48,647.86,16.4
143,대구,2020-05,19.4,25.7,14,64,38.1,2.5,8.6,55.36,661.45,24.2
143,대구,2020-06,24.5,30.5,19.3,63,185.3,2.2,7.5,51.8,632.61,29.3
143,대구,2020-07,23.2,26.8,20.2,79,330.5,2.2,8.5,21.78,421.05,25.6
143,대구,2020-08,28.6,33.3,24.8,71,322.7,1.9,6.9,46.29,534.44,32.7
143,대구,2020-09,21.2,26,17.1,73,161,2,11.3,40.34,409.03,23.5
143,대구,2020-10,15.4,21.3,10.1,64,13.1,2,8.2,63.82,442.4,18.4
143,대구,2020-11,9.7,15.3,4.5,59,23.9,2.2,9,64.32,320.68,10.2
143,대구,2020-12,1.6,7.2,-3.1,54,2.8,2.5,9.7,70.75,304.57,2.1
143,대구,2021-01,.5,5.9,-4.3,58,11.9,2.5,10.4,65.2,315.94,.9
143,대구,2021-02,4.8,11.1,-.6,59,19.2,2.7,10.6,68.11,372.05,5
143,대구,2021-03,10.2,16.1,4.7,69,95.2,2.4,8.7,54.94,489.34,11.1
143,대구,2021-04,14.5,20.6,8.8,61,43,2.9,8.9,62.75,616.96,18.1
143,대구,2021-05,18.3,24.3,12.8,62,90.9,2.5,8.9,48.12,598.19,21.5
143,대구,2021-06,23.2,28.5,18.9,64,55.1,2.3,7.3,42.44,594.91,26.9
143,대구,2021-07,26.9,32.1,22.9,69,153.3,2.1,6.7,48.67,608.97,30.6
143,대구,2021-08,25.7,30.5,22.4,74,256.3,1.6,7,31.24,453.3,28.1
143,대구,2021-09,22.1,26.4,18.7,76,84.1,2,7.6,34.5,402.76,24.3
143,대구,2021-10,16.5,22.7,11.5,72,57.8,1.5,6.8,62.22,425.96,18.5
143,대구,2021-11,9.5,15.7,4.4,64,43.1,2,10.3,67.55,320.4,9.3
143,대구,2021-12,3.1,8.9,-2.1,57,.1,2.5,10.6,73.3,308.9,2.8
143,대구,2022-01,.9,6.8,-4.1,47,0,2.3,9.3,74.29,350.35,1.4
143,대구,2022-02,1.6,7.4,-3.4,44,.1,3.1,9.5,78.85,416.9,3.3
143,대구,2022-03,9.7,15.9,3.8,58,34.3,2.4,9.6,55.62,479.66,11.3
143,대구,2022-04,15.9,22.7,9.4,55,38.5,2.2,8.5,64.4,614.53,19.7
143,대구,2022-05,20.7,27.4,14.1,50,4.2,2.5,9.1,71.84,774.85,27
143,대구,2022-06,24.3,29.7,19.8,71,81.8,2.4,7.9,47.13,603.39,29.1
143,대구,2022-07,27.5,32.4,23.7,77,88.8,2.3,6.2,40.62,569.6,31.2
143,대구,2022-08,26.9,31.4,23.4,81,143.3,1.7,7.4,33.24,449.78,30.3
143,대구,2022-09,21.9,26.8,17.7,80,114.2,2.3,9.4,45.2,453.26,26
143,대구,2022-10,15.5,21.6,10.1,72,25.6,2.1,8.7,66.8,457.38,19.6
146,전주,2014-07,25.8,30.8,22.1,81,222.5,1.4,8,34.82,459.98,28
146,전주,2014-08,24.5,29.1,21.4,85,355.5,1.3,6.4,26.41,363.43,26
146,전주,2014-09,21.9,28,16.9,74,88.1,1.2,5.9,51.23,457.46,24.6
146,전주,2014-10,15.9,22.8,10.1,69,101.1,1.2,5,65.11,432.71,18
146,전주,2014-11,9.3,14.9,4.7,73,75,1.1,6.2,51.68,263.14,10.4
146,전주,2014-12,.2,4.9,-3.9,71,51.3,1.4,7.1,47.38,222.33,2.7
146,전주,2015-01,1,5.9,-3.2,67,41.5,1.3,5.7,49.28,249.98,2.7
146,전주,2015-02,2.5,7.7,-1.8,62,15.8,1.6,5.6,50.3,290.5,4.8
146,전주,2015-03,7.2,14.3,1,51,30.5,1.6,6.2,65.47,519.74,11.2
146,전주,2015-04,13.9,20.5,8.5,64,93.3,1.6,6.8,43.96,457.85,16.6
146,전주,2015-05,19.2,26.6,12.5,55,40.6,1.7,9.2,63.48,702.9,24
146,전주,2015-06,22.7,28.4,18.2,70,124.7,1.5,6.9,40.51,529.59,26.8
146,전주,2015-07,25.1,29.2,21.9,83,121.9,1.7,8,35.45,530.45,27.3
146,전주,2015-08,25.9,30.5,22.1,79,49,1.6,8.4,47.34,563.97,29.6
146,전주,2015-09,21.6,27.1,16.8,72,36.7,1.6,5.6,60.11,524.08,25.6
146,전주,2015-10,16.1,21.8,11.4,74,98.1,1.7,8.8,66.14,438.84,18
146,전주,2015-11,10.9,14.6,7.8,84,102.8,1.4,6.6,23.88,176.39,11.5
146,전주,2015-12,4.4,8.2,.9,75,58.6,1.6,9.6,43.47,215.47,4
146,전주,2016-01,-.2,3.4,-3.4,72,25.2,1.7,7.6,45.21,239.54,1.3
146,전주,2016-02,2.5,7.2,-1.8,64,31.6,2.4,9.2,57.99,344.37,2.4
146,전주,2016-03,7.6,13.9,2.6,62,67,1.9,7.5,59.95,519,8
146,전주,2016-04,14.6,21.3,9.7,69,144.2,1.9,13.5,47.26,526.14,16.1
146,전주,2016-05,19.2,25.7,13.6,67,84.3,2.1,10.2,63.69,709.69,21.8
146,전주,2016-06,22.8,27.8,19.1,80,95.8,1.6,8.2,39.25,557.71,25.9
146,전주,2016-07,26.5,31,23.2,83,251.8,1.7,6.8,41.61,564.96,30.7
146,전주,2016-08,27.4,32.3,23.5,76,35.8,1.7,9.2,54.5,601.61,33.5
146,전주,2016-09,22.6,27.3,19,79,145.4,1.4,6.4,37.44,408.23,25.9
146,전주,2016-10,16.5,21.1,12.8,78,152.3,1.4,7.1,32.72,312.26,18.5
146,전주,2016-11,8.6,13.5,4.2,69,37.5,1.7,6.2,53.74,286.94,10.2
146,전주,2016-12,3.8,8.5,-.4,70,46.8,1.8,8.1,51.32,248.23,4.4
146,전주,2017-01,.8,5.6,-3.4,67,13.4,1.8,8.6,58.36,299.09,1.7
146,전주,2017-02,1.9,7.3,-2.6,62,52.6,2.1,8,65.66,372.63,2.7
146,전주,2017-03,6.5,12.8,1.5,60,24.1,2,8,62.39,527.55,7.9
146,전주,2017-04,14,20.7,8.5,63,57.8,2,8.8,62.92,607.56,15.9
146,전주,2017-05,18.8,25.4,13.1,64,51.5,1.8,9.9,64.16,705.07,23.9
146,전주,2017-06,22.3,28,17.6,70,100,1.7,6.2,53.65,666.89,29.9
146,전주,2017-07,27.1,31,24.3,88,216.4,1.3,8.9,26.06,480.69,31.1
146,전주,2017-08,26.2,30.5,22.6,80,272.3,1.3,7.8,44.84,533.35,29.7
146,전주,2017-09,21.4,26.7,16.9,77,91.9,1.4,5.3,55.79,493.74,23.6
146,전주,2017-10,16,21.4,11.7,77,28.2,1.4,7.2,52.9,383.9,17.6
146,전주,2017-11,7.5,12.9,2.7,68,3.1,1.7,7.6,62.94,300.38,8.7
146,전주,2017-12,1,5.3,-3,64,36.5,1.8,6.6,53.38,259.31,1.5
146,전주,2018-01,-1.5,2.8,-5.2,68,28.4,1.7,7,57.22,288.19,.4
146,전주,2018-02,.4,6.2,-4.3,54,21.5,1.9,7.9,64.71,369.12,1.2
146,전주,2018-03,9,15.3,3.7,74,98,1.9,7.5,56.43,487.52,9.6
146,전주,2018-04,14,20.3,8.7,69,98.7,2,8.4,55.93,568.67,15
146,전주,2018-05,18.9,24.7,13.8,77,122.1,1.8,7.9,47,606,21.9
146,전주,2018-06,23.1,29,18.7,79,137.2,1.5,5.4,47.25,626.09,29
146,전주,2018-07,27.8,32.7,23.9,84,169.1,1.5,5.6,57.75,682.56,34
146,전주,2018-08,28.6,33.7,24.7,81,368.9,1.8,6.3,53.82,583.99,35.5
146,전주,2018-09,21.7,26.6,17.6,81,101.8,1.5,6.4,48.39,472.4,23.6
146,전주,2018-10,13.9,19.3,9.2,78,123.2,1.7,8.3,63.11,432.22,16.7
146,전주,2018-11,9.2,14.5,4.7,76,35,1.4,8.1,60.65,298.67,10.6
146,전주,2018-12,2,6.4,-2.1,68,28.6,1.6,6.9,57.7,263.87,3
146,전주,2019-01,.6,5.4,-3.8,68,13.2,1.6,6.8,63.56,309.2,.7
146,전주,2019-02,2.6,7.9,-1.8,66,39.1,1.7,6,55.51,341.34,3.1
146,전주,2019-03,7.7,14.2,2.5,67,33.1,2.1,8.4,55.77,487.53,8.4
146,전주,2019-04,12.6,18.6,7.5,70,98.5,1.6,6.4,48.18,511.84,14.6
146,전주,2019-05,18.9,25.9,12.8,63,45.6,1.9,7,67.14,765.48,23.5
146,전주,2019-06,21.9,27.2,17.8,83,89.1,1.5,5.3,47.06,619.46,27.2
146,전주,2019-07,25.6,29.9,22.3,88,176.2,1.5,5.2,33.46,518.47,29.9
146,전주,2019-08,26.8,31.4,23.3,88,117.7,1.5,6,49.24,566.26,29
146,전주,2019-09,22.7,27.3,19,89,194.8,1.4,9.3,39.79,419.23,25.4
146,전주,2019-10,16.6,21.9,12.4,80,73,1.4,6.5,57.78,415.98,18.5
146,전주,2019-11,9.8,15.8,4.9,65,57,1.6,7.1,59.66,315.87,10.7
146,전주,2019-12,4,8.8,-.1,62,31.6,1.6,6.2,55.38,259,4.4
146,전주,2020-01,3.5,8,-.1,69,76.8,1.5,9.1,39.27,242.36,3.8
146,전주,2020-02,4.2,9.4,-.3,67,65.9,1.7,7.1,58.66,349.97,5.4
146,전주,2020-03,8.4,14.8,3,59,25.4,2,9.6,66.16,547.11,10.1
146,전주,2020-04,10.9,17.7,5.2,55,23,2.2,9.7,71.49,680.76,14.3
146,전주,2020-05,18.6,24.2,13.7,70,79,1.7,7.2,49.03,619.71,22
146,전주,2020-06,23.4,28.7,19.5,74,187.5,1.5,6.6,40.65,533.34,27
146,전주,2020-07,23.5,27.3,20.8,84,644.7,1.3,7,18.72,375.61,25.5
146,전주,2020-08,27.7,32,24.6,79,471.5,1.5,6.9,41.56,466.92,29.4
146,전주,2020-09,21.3,26.5,17.6,76,135.2,1.7,9.3,45.87,419.43,23.9
146,전주,2020-10,14.9,20.9,9.8,65,4.2,1.3,5.9,64.93,422.25,19.1
146,전주,2020-11,9.6,14.7,5.1,64,58.5,1.6,6.9,58.21,277.42,10.2
146,전주,2020-12,1.7,6.5,-2.3,62,9.1,1.6,7.1,58.83,258.47,2.1
146,전주,2021-01,.5,5.5,-4.1,65,28.7,1.6,8.8,55.89,270.69,1.8
146,전주,2021-02,4.3,10,-.7,58,13.7,1.8,8.4,61.5,337.04,4.4
146,전주,2021-03,9.5,15.8,4.5,68,95.7,1.7,7.6,52.46,450.85,10.3
146,전주,2021-04,14.4,20.9,9,55,34.9,1.9,7.5,59.75,576.5,15.5
146,전주,2021-05,17.7,23.3,12.6,68,182.2,1.9,7.5,45.58,538.96,19.6
146,전주,2021-06,23,28.3,18.9,72,145.3,1.4,5.5,45.73,571.52,25.8
146,전주,2021-07,27.2,32.1,23.5,75,255.1,1.3,5.2,43.75,554.76,29.6
146,전주,2021-08,25.9,30.5,22.4,78,454.8,1.4,7.3,40.32,469.92,28.1
146,전주,2021-09,22.9,27.4,19.2,75,162.1,1.4,6.1,41.69,407.92,24.7
146,전주,2021-10,16.4,22.2,11.6,71,37,1.4,6.2,62.83,409.05,18.7
146,전주,2021-11,9.7,15,5.2,71,81.1,1.6,8.1,56.34,272.18,10.6
146,전주,2021-12,3.3,8.2,-1,65,6,1.7,7.5,56.7,239.26,3.3
146,전주,2022-01,.1,5,-4.3,60,2.1,1.4,6.8,63.7,298.1,.4
146,전주,2022-02,.6,6.2,-4,57,2.5,2,6.9,68.74,371.59,2.5
146,전주,2022-03,8.5,14.7,3.3,65,93,1.9,7.8,46.54,406.05,9.8
146,전주,2022-04,14.5,21.3,9,59,85,1.7,6.5,65.67,604.45,17.3
146,전주,2022-05,18.7,25.3,12.9,56,6.8,1.7,6.1,67.78,727.04,22.9
146,전주,2022-06,23.7,28.8,19.8,73,164.2,1.6,6.9,41.35,530.29,27.7
146,전주,2022-07,27,31.1,23.7,78,184,1.6,6.4,39.33,510.14,29.9
146,전주,2022-08,26.3,30.1,23.4,79,311.3,1.5,6,30.66,420.24,28.5
146,전주,2022-09,22.6,27.8,18.1,70,64.5,1.5,8.8,49.11,467.82,25
146,전주,2022-10,15.2,21,10.4,67,51.1,1.4,6.3,66.62,446.51,17.1
155,창원,2014-07,25.2,29.5,22.2,80,149.2,1.4,6.8,39.66,,28.8
155,창원,2014-08,24.6,28.1,22.2,81,665.9,2,16.3,27.36,,25.8
155,창원,2014-09,22.3,27,18.7,74,109.8,1.5,6.4,53.1,,24.1
155,창원,2014-10,17.2,21.9,13.2,65,101,1.7,6.2,66.81,,17.5
155,창원,2014-11,11.6,16,7.9,60,51.5,1.5,5,63.49,,10.4
155,창원,2014-12,2.9,7.7,-1.1,48,15.7,1.9,6.5,72.69,,1.9
155,창원,2015-01,3.6,7.9,0,50,33.4,1.9,6.3,67.05,,2.6
155,창원,2015-02,4.6,9.4,.5,50,31,1.9,6.1,62.05,,4.4
155,창원,2015-03,8.9,14.6,4.2,51,69.5,2.1,6.9,71.56,,9.9
155,창원,2015-04,13.9,18.8,9.8,64,196.3,2,9.8,45.88,,14.8
155,창원,2015-05,19.3,24.9,14.8,61,134,2,6.9,64.69,,21.5
155,창원,2015-06,21.2,25.6,18,76,77,1.8,7.3,38.14,,24
155,창원,2015-07,24.1,28.2,21.2,81,197.5,1.8,9.4,36.81,,26.3
155,창원,2015-08,25.4,30.3,21.8,81,116.7,1.4,5.9,46.21,,29
155,창원,2015-09,20.9,25.7,17.2,75,88.9,1.5,5.7,52.72,214.77,23.2
155,창원,2015-10,16.4,22.2,12.1,65,40.2,1.4,5.7,69.95,490.13,18
155,창원,2015-11,11.8,15.5,8.6,73,85.2,1.3,6.1,38.41,249.99,11.8
155,창원,2015-12,5.5,9.6,1.7,59,41,1.6,6,55.13,276.08,4.5
155,창원,2016-01,.6,5.1,-3.1,50,40.5,1.9,8.3,59.3,311.83,1.1
155,창원,2016-02,4.1,9.2,-.4,46,73.2,1.9,7.3,64.97,404.75,4.4
155,창원,2016-03,8.9,14,4.7,59,81.6,1.7,8.5,55.34,494.27,9.9
155,창원,2016-04,14.7,19.9,10.4,66,263,1.7,8.1,50.09,547.48,15.7
155,창원,2016-05,19.4,25.1,14.5,64,123.7,1.7,7.9,57.06,670.96,21.6
155,창원,2016-06,22.5,27,19.2,80,108.8,1.5,5.9,37.77,558.7,25.6
155,창원,2016-07,26.3,30.7,23.1,87,181.8,1.4,7,46.05,598.93,29.2
155,창원,2016-08,27.3,32.6,23.5,77,110,1.4,6.8,64.78,642.99,31.8
155,창원,2016-09,22.2,26,19.4,84,522.7,1.1,5.5,28.41,359.05,24
155,창원,2016-10,17.4,21.3,14.4,76,215.8,1.4,12.9,35.54,344.22,18.7
155,창원,2016-11,9.8,14.2,5.7,62,35.1,1.6,7.8,52.87,308.42,9.3
155,창원,2016-12,5.4,10.1,1.2,55,136.8,1.8,8.6,62.03,295.09,3.8
155,창원,2017-01,2.6,7.4,-1.7,47,7.2,1.8,6.2,70.38,358.57,1.6
155,창원,2017-02,4.1,9.6,-.8,46,42.5,1.9,6.3,68.93,417.93,4.1
155,창원,2017-03,8,13.8,3.5,54,19.9,1.7,6.3,58.48,520.43,9.3
155,창원,2017-04,15.1,20.9,10.1,62,128.2,1.9,7.8,60.44,615.31,16.5
155,창원,2017-05,19.7,26.1,14.4,63,31.1,1.6,5.6,64.5,727.14,21.8
155,창원,2017-06,22.1,27.7,17.9,72,58.7,1.7,7.4,56.04,701.64,25.5
155,창원,2017-07,27.1,31.5,24.1,88,162.4,1.6,6.1,35.99,569.55,29.6
155,창원,2017-08,27.3,31.8,23.9,82,227.9,1.5,5.9,50.48,593.87,30.9
155,창원,2017-09,22.2,27.1,18.3,75,104.8,1.4,6.9,51.63,492.9,24.9
155,창원,2017-10,17.5,22.1,13.9,72,81.4,1.6,10,45.65,385.58,19.2
155,창원,2017-11,9.7,15.4,4.9,54,0,1.4,7.7,71.07,365.63,9.8
155,창원,2017-12,2,7,-2.6,45,15.2,1.6,7.2,74.66,329.31,2.2
155,창원,2018-01,.3,4.9,-3.6,46,26.7,1.7,6.4,66.7,345.92,2
155,창원,2018-02,2.6,7.8,-2.2,38,32.6,1.8,7.3,65.86,401.9,4.6
155,창원,2018-03,9.1,14.8,4.1,67,186,1.9,9,55.41,498.56,10.1
155,창원,2018-04,14.4,20.2,9.5,67,119.3,1.8,7.6,58.94,585.93,15.5
155,창원,2018-05,18.1,23.4,13.8,76,145,1.8,6.5,43.4,573.34,20
155,창원,2018-06,21.7,26.8,17.9,80,194.8,1.6,6.4,43.02,603.37,24.6
155,창원,2018-07,27.1,31.8,23.3,84,146,1.5,6.4,48.64,670.19,31.9
155,창원,2018-08,27.5,32.2,24.1,83,243.7,1.7,8.5,49.23,525.49,30.9
155,창원,2018-09,21.3,25.1,18.1,82,216.4,1.3,5.3,32.89,381.42,22.9
155,창원,2018-10,15.1,20.1,10.9,69,146.2,1.5,12.6,63.29,455.43,16.4
155,창원,2018-11,10.1,15.2,5.9,65,23.7,1.2,7,61.53,339.45,9.8
155,창원,2018-12,3.2,7.3,-.7,51,26.9,1.8,7.5,59.59,296.07,2.5
155,창원,2019-01,2.4,7.8,-2,43,8.3,1.8,6.7,69.2,356.56,1.8
155,창원,2019-02,4.5,9.5,.3,51,46,1.7,6.9,62.14,174.76,4.5
155,창원,2019-03,9.2,14.9,4.2,54,54.7,1.7,7.1,64.62,325.58,10.5
155,창원,2019-04,12.6,17.9,8,58,91.3,1.5,6.6,48.76,477.48,15.1
155,창원,2019-05,18.9,25.3,13.4,56,131.1,1.6,8.7,67.18,714.78,21.9
155,창원,2019-06,21,26.1,17.3,73,324,1.5,5.8,53.13,623.48,25.3
155,창원,2019-07,24.4,28.4,21.6,80,265.7,1.7,9.7,37.6,493.78,27.8
155,창원,2019-08,26.7,30.9,23.2,76,87.9,1.4,5.6,51.2,522.87,30.9
155,창원,2019-09,22.7,27,19.6,77,252,1.6,10.6,31.63,319.28,25.5
155,창원,2019-10,17.4,22,13.5,66,254.8,1.5,10.4,57.09,378.01,19.5
155,창원,2019-11,11.1,16.5,6.7,59,36.4,1.4,6.8,62.58,303.78,10.9
155,창원,2019-12,4.7,9.6,.7,52,34.8,1.6,7.9,64.38,256.57,3.7
155,창원,2020-01,4.6,8.7,1.2,55,112.6,1.7,7.8,50.56,233.19,3.6
155,창원,2020-02,5.4,10.4,1,56,64.2,1.7,6.5,63.23,347.25,5.8
155,창원,2020-03,9.3,14.8,4.5,54,37.9,1.9,8.3,64.87,512.57,10.6
155,창원,2020-04,11.9,18.2,6.8,49,59.1,1.8,7,68.99,626.33,14.4
155,창원,2020-05,17.9,23.1,13.6,68,78.8,1.7,6.5,51.89,610.88,21.1
155,창원,2020-06,22.8,28.3,18.7,71,278.9,1.6,8.9,54.5,636.31,25.8
155,창원,2020-07,22.4,25.9,20.1,85,524.1,1.3,7.1,20.72,359.02,24.4
155,창원,2020-08,27.5,31.8,24.6,81,193.1,1.7,7.8,48.96,523.05,29.5
155,창원,2020-09,21.5,25.8,17.9,73,241.7,1.4,16,43.68,407.11,23
155,창원,2020-10,16,21.3,11.9,57,20.5,1.4,6.4,63.93,428.99,16.9
155,창원,2020-11,10.7,15.5,6.5,54,55.6,1.5,8.5,60.81,296.71,9.9
155,창원,2020-12,2.6,7.6,-1.3,47,6.3,1.6,7.3,71.41,283.07,1.4
155,창원,2021-01,1.4,6.5,-3.2,50,14.3,1.5,6,63.18,288.84,1
155,창원,2021-02,5.5,11,.8,48,36.9,1.8,7.6,62.66,352.42,5.2
155,창원,2021-03,10.4,15.9,6,60,177.1,1.6,7.3,61.23,475.47,10.9
155,창원,2021-04,14.1,20.2,9,53,86.5,1.7,6.7,62.36,586.64,15.1
155,창원,2021-05,17.7,22.6,13.5,64,147.9,1.5,7.5,50.25,588.66,19.4
155,창원,2021-06,21.8,26.6,18.2,74,140.6,1.3,5.4,49.37,598.2,24.5
155,창원,2021-07,26.5,30.9,23.3,77,521.2,1.4,7.3,49.54,598.42,28.8
155,창원,2021-08,26.2,30.5,23,77,413,1.4,6.3,43.36,493.79,28.8
155,창원,2021-09,22.5,26.5,19.3,74,92.2,1.2,5.5,29.44,341.15,23.6
155,창원,2021-10,17.4,22.7,13.4,66,25,1.2,6.7,62.4,417.24,18.3
155,창원,2021-11,10.8,16.4,6.2,56,53.5,1.2,6,69.79,309.66,9.6
155,창원,2021-12,4.2,9.2,-.5,50,2.4,1.4,6.1,73.38,283,2.9
155,창원,2022-01,2,7.1,-2.2,39,0,1.5,7,70.78,317.99,1.6
155,창원,2022-02,2.3,7.7,-2.3,37,0,1.7,5.7,73.41,399.01,3.9
155,창원,2022-03,9.5,14.9,4.6,57,135,1.6,6.7,52.34,438.43,10.8
155,창원,2022-04,14.6,20.5,9.7,57,102.1,1.6,6.4,60.41,577.33,16.7
155,창원,2022-05,19.1,25.6,13.8,53,2.4,1.5,7,69.58,727.23,23.1
155,창원,2022-06,22.1,26.4,19,75,194,1.8,7.1,41.66,529.93,24.7
155,창원,2022-07,26.7,31,23.4,76,167.9,1.4,6.2,46.68,594.59,29.4
155,창원,2022-08,26.4,30.4,23.4,78,224.6,1.2,5.5,37.79,460.29,28.7
155,창원,2022-09,22.5,27.1,19,69,156,1.5,9.2,41.4,411.18,23.7
155,창원,2022-10,16.5,21.8,12,60,9.8,1.4,6.9,66.34,437.05,17.3
162,통영,2014-07,24.4,28,22,87,193.1,2.2,12.4,35.52,,27.8
162,통영,2014-08,24.2,27.4,22.2,84,589.4,2.6,12.8,25.85,,26.9
162,통영,2014-09,22.4,27.1,19.2,76,108.8,2.1,10.3,51.75,,24.9
162,통영,2014-10,17.4,22.2,13.6,71,168.3,2.3,9.2,63.59,,19.5
162,통영,2014-11,11.9,16.6,8.1,68,66.2,2.2,8.4,60.03,,13.5
162,통영,2014-12,3.5,8.2,-.6,55,21.1,2.7,11.1,70.38,,3.8
162,통영,2015-01,3.9,8.4,0,60,60.8,2.6,9.2,64.55,,4.1
162,통영,2015-02,4.8,9.2,.7,59,57.1,2.6,9.2,59.84,,5.8
