지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
248,장수,2017-04,11.8,18.9,4.5,61,86.8,2.3,9.3,55.72,,13.7
248,장수,2017-05,16.3,23.9,8.4,66,42.1,1.7,7.7,60.79,,21
248,장수,2017-06,20.1,27,13.7,69,68.2,1.6,7,52.93,,26.7
248,장수,2017-07,25,29.5,21.5,83,276.1,1.6,9.2,24.49,,27.2
248,장수,2017-08,23.4,28.9,19,83,262.7,1.4,6.8,38.1,,26.7
248,장수,2017-09,17.6,24.7,11.8,81,148,1.3,5.5,47.61,,21.8
248,장수,2017-10,12.6,20,7.5,81,72.3,1.3,7.9,38.87,,16.1
248,장수,2017-11,4.5,12.1,-2.6,67,11.5,1.7,8.2,58.29,,7.4
248,장수,2017-12,-2.4,3.3,-7.9,67,33.9,1.9,7.5,48.87,,.5
248,장수,2018-01,-3.9,1.6,-9.3,67,33.1,1.9,7.2,52.18,,0
248,장수,2018-02,-2.4,4.2,-8.6,57,21.7,2,7.5,56.96,,.3
248,장수,2018-03,6.4,13.9,-.4,71,122.7,1.8,8,53.38,,8.3
248,장수,2018-04,11.7,18.8,4.4,66,170.5,2.1,9.1,54.21,,14
248,장수,2018-05,16.9,22.7,10.8,69,116.3,2.1,9,46.19,,20.9
248,장수,2018-06,20.7,27.1,14.9,72,182.2,1.5,5.8,45.6,,28
248,장수,2018-07,25.4,31.1,20.5,76,104.5,1.4,5.9,46.22,,32.4
248,장수,2018-08,25.4,31.2,20.3,74,565.5,1.7,7.5,45.8,,31.5
248,장수,2018-09,18.1,24.4,13.1,78,133.6,1.3,6.3,35.37,,21
248,장수,2018-10,10.2,17.8,4.1,75,143.5,1.6,8.7,54.17,,13.1
248,장수,2018-11,5.3,13.7,-.9,73,43.1,1,9.1,54.2,,6.6
248,장수,2018-12,-.8,5.6,-6.1,67,28.3,1.7,6.9,52.79,,.7
248,장수,2019-01,-2.2,4.9,-8.5,63,16.3,1.6,7,63.06,,-.7
248,장수,2019-02,.4,7.1,-5.6,62,44.6,1.7,7.6,55.61,,2.3
248,장수,2019-03,5.2,12.4,-1.7,61,49.5,2,8.6,55.93,,6.5
248,장수,2019-04,10.3,17.2,3.6,64,89,1.6,6.9,43.95,,12.6
248,장수,2019-05,16.3,24.3,7.9,59,73.3,1.7,6.7,62.86,,20.5
248,장수,2019-06,19.9,26,14.9,76,169.7,1.4,5.1,44.64,,24.7
248,장수,2019-07,23.1,27.6,19.3,80,299,1.6,7.1,27.76,,26.3
248,장수,2019-08,24,29.6,19.4,79,88.4,1.3,6.2,40.14,,28.5
248,장수,2019-09,20.1,25.8,15.3,80,239.1,1.4,8,31.74,,22.5
248,장수,2019-10,13,20.2,7.5,81,127.4,1.3,7.4,48.86,,15.7
248,장수,2019-11,6.3,14.7,-.2,75,28,1.5,7.9,48.97,,8
248,장수,2019-12,.7,6.7,-4.5,76,38.5,1.4,8.7,49.74,,1.9
248,장수,2020-01,.6,5.9,-3.7,81,108.6,1.4,11.2,37.59,,1.7
248,장수,2020-02,1.7,8.2,-3.9,75,65.3,1.6,6.8,54.3,,3.6
248,장수,2020-03,6.1,12.9,-.8,66,43.2,1.9,8.1,58.57,,8.1
248,장수,2020-04,8.2,15.6,.8,62,45.7,2.1,9.1,64.37,,11.8
248,장수,2020-05,16.5,22.6,10.7,77,81.4,1.7,7.4,48.41,,19.6
248,장수,2020-06,21.5,27,16.6,83,210.2,1.5,6.1,40.59,,25.1
248,장수,2020-07,21.6,25.3,18.6,92,584.6,1.1,5.5,15.72,,23.7
248,장수,2020-08,25.3,29.6,22,88,623.4,1.5,6.9,31.42,,26.8
248,장수,2020-09,17.8,23.4,13.6,88,268.2,1.4,12,31.11,,20.4
248,장수,2020-10,11.1,18.9,4.5,79,8.5,1.2,6.5,59.01,,14.6
248,장수,2020-11,6.2,13.2,0,75,73.4,1.5,9,53.28,,7.7
248,장수,2020-12,-1.8,4.6,-6.8,75,13.5,1.5,7.2,50.28,,.6
248,장수,2021-01,-2.8,3.2,-9.2,76,36,1.6,7.9,50.3,,1
248,장수,2021-02,1.8,8.5,-4.2,66,38.1,2,8.9,59.72,,3.2
248,장수,2021-03,7.2,14.6,.6,74,109.3,1.5,7.7,49.72,,9
248,장수,2021-04,11.6,18.5,4.4,63,50.8,1.8,8.6,53.97,,13.8
248,장수,2021-05,15.2,21.3,9,77,117.9,1.6,7.5,40.34,,17.4
248,장수,2021-06,20.6,26.2,15.6,81,150,1.1,6.8,40.6,,22.9
248,장수,2021-07,24.2,29.5,19.7,85,203.6,1,8,40.93,,27.5
248,장수,2021-08,23.2,28.5,19.6,89,380.7,1,7.3,31.2,,26.2
248,장수,2021-09,19.8,24.9,15.4,86,111.8,1.2,6.5,29.69,,23.2
248,장수,2021-10,12.6,20.5,6.6,82,49.8,1,6.4,53.93,,15.3
248,장수,2021-11,5.6,13.2,.2,78,92.2,1.3,8.6,38.68,,6.5
248,장수,2021-12,.2,6.1,-5.3,72,5,1.7,7.4,45.69,,1.3
248,장수,2022-01,-3,4,-9.3,65,1.8,1.3,7.5,57.66,,-1
248,장수,2022-02,-2.5,3.8,-8.9,59,6.6,1.9,7.8,59.65,,.6
248,장수,2022-03,6,13.1,-.8,69,99.7,1.6,8,45.17,,7.5
248,장수,2022-04,12.2,20.1,4.4,63,62.5,1.5,6.4,60.98,,14.4
248,장수,2022-05,16,23.5,8.1,61,3.8,1.5,7.7,66.2,,21.5
248,장수,2022-06,21.5,26.7,17.1,77,226.2,1.7,6.9,37.28,,24.4
248,장수,2022-07,24.3,29,20.2,84,157.1,1.2,6.9,34.99,,26.3
248,장수,2022-08,23.9,28.1,20.5,85,167.5,1.4,6.3,24.58,.4,25.5
248,장수,2022-09,19.1,25.5,13.8,80,74.9,1.4,9.2,39.07,,22
248,장수,2022-10,11.4,19.4,4.9,77,66.3,1.2,7.1,59.79,,13.9
251,고창군,2014-07,25.6,30.3,22.2,80,250.5,1.6,7.5,26.95,488.85,28.4
251,고창군,2014-08,24.4,28.7,21.6,84,477.1,1.5,6.9,20.06,369.62,26.9
251,고창군,2014-09,21.9,27.7,17.3,77,68,1.4,9.1,45.93,477.15,24.5
251,고창군,2014-10,16.1,23,10.3,70,96.7,1.5,6.6,60.87,431.5,17.3
251,고창군,2014-11,9.8,15.3,5.1,73,76.3,1.6,8.4,45.32,273.84,9.9
251,고창군,2014-12,1.2,5.6,-2.8,72,61.4,1.9,8.2,36.15,215.74,2.9
251,고창군,2015-01,1.5,6.2,-3,68,50.7,1.7,7.7,46.27,264.08,2.1
251,고창군,2015-02,2.9,7.8,-1.4,64,17.8,2,7.4,41.7,291.4,3.7
251,고창군,2015-03,6.9,13.9,.8,55,26.9,1.9,7.6,62.4,534.49,8.9
251,고창군,2015-04,13.5,20,8,65,125.6,1.8,11.6,42.66,484.06,15.1
251,고창군,2015-05,18.4,25.6,12,60,36.6,1.8,12.4,57.97,704.76,21.7
251,고창군,2015-06,21.8,27.1,17.5,73,88.6,1.7,6.8,33.75,532.78,25.6
251,고창군,2015-07,24.9,29.6,21.6,81,205.5,1.8,8.9,31.48,517.17,26.8
251,고창군,2015-08,25.3,30.4,21.5,81,99.6,1.5,7.9,42.75,550.91,27.8
251,고창군,2015-09,20.8,27.1,15.6,78,33.1,1.3,4.8,55.59,520.13,23.6
251,고창군,2015-10,15.6,22.1,10.3,77,106.3,1.4,7.1,60.95,434.51,17
251,고창군,2015-11,11,15,7.5,85,103.6,1.3,7.7,21.02,174.45,12.2
251,고창군,2015-12,4.5,8.6,.6,78,72,1.5,8.3,35.56,206.99,5.6
251,고창군,2016-01,0,3.9,-3.6,74,54,1.5,7.5,34.51,233.11,2.9
251,고창군,2016-02,2.7,7.5,-2,65,28.7,2,8.5,48.5,338.27,3.8
251,고창군,2016-03,7.3,13.8,1.6,64,21.6,1.8,8.7,62.55,528.9,8.9
251,고창군,2016-04,14,21.2,8.1,69,195.2,1.9,11.8,47.48,526.49,16
251,고창군,2016-05,18.7,25.5,12.8,67,115.8,2,10,57.19,687.7,21
251,고창군,2016-06,22.5,27.8,18.4,82,71,1.6,7.7,33.58,534.54,24.6
251,고창군,2016-07,26.5,31.2,23,84,203.2,1.8,8,39.81,563.11,28.3
251,고창군,2016-08,27.3,33.1,22.8,77,56.5,1.4,7.9,52.24,600.27,29.7
251,고창군,2016-09,22.8,28.1,18.7,83,160,1.4,5.9,36.18,414.57,24.8
251,고창군,2016-10,16.8,21.6,12.9,81,153.5,1.5,8,27.28,302.32,17.6
251,고창군,2016-11,9.2,14.5,4,72,30,1.7,5.8,48.59,283.02,9.3
251,고창군,2016-12,4.3,9.5,-.6,74,36.6,1.7,7.9,40.28,224.34,4.5
251,고창군,2017-01,1.2,6.6,-3.7,73,21.3,1.6,7.7,46.02,282.47,2.4
251,고창군,2017-02,2.3,8.1,-3.3,66,37.5,1.9,7.2,57.29,361.61,3.2
251,고창군,2017-03,6.1,13.1,-.4,63,25.8,1.6,7.5,58.79,527.61,7.5
251,고창군,2017-04,13.7,21,7.5,68,54.2,1.9,8,59.59,595.63,16.3
251,고창군,2017-05,18.6,25.9,12,69,60,1.5,7.5,57.87,692.82,22.1
251,고창군,2017-06,22.1,28.5,16.5,75,25.9,1.6,9.1,47.21,637.83,26.6
251,고창군,2017-07,27.7,32.1,24.4,90,305.5,1.7,6.9,26.4,496.68,28.6
251,고창군,2017-08,26.4,31.3,22.4,85,336.7,1.7,6.5,42.49,556.25,28
251,고창군,2017-09,21.2,27.3,16.2,83,115.5,1.3,5.4,49.35,470.28,22.8
251,고창군,2017-10,15,20.6,10.4,78,40.6,1.4,7.6,55.84,226.69,16.5
251,고창군,2017-11,6.9,13.1,1,67,1.8,1.6,7.4,48.76,153.48,8.1
251,고창군,2017-12,.5,5.2,-3.9,69,38.5,1.7,6.6,36.49,116.69,2.4
251,고창군,2018-01,-1.9,2.6,-6,71,33.8,1.7,6.4,40.05,133.33,1
251,고창군,2018-02,-.4,5,-5.6,61,41.1,1.7,8.5,40.31,151.91,1.6
251,고창군,2018-03,8.1,14.9,2.3,72,88.5,1.8,7.7,43.4,230.71,10
251,고창군,2018-04,13,19.9,6.8,67,115.4,2,9.2,43.1,271.16,14.8
251,고창군,2018-05,17.6,23.8,12,74,80.9,2.2,10,42.22,336.47,20
251,고창군,2018-06,21.7,27.9,16.9,75,202,2.6,12.3,46.33,360.35,26.1
251,고창군,2018-07,26.6,32.1,22.2,79,146.1,2.6,11.1,56.53,393.1,32.2
251,고창군,2018-08,27.3,32.9,23.1,76,247.4,2.8,10.5,53.03,341.94,32.1
251,고창군,2018-09,20.4,26,15.9,79,143.5,2.4,11.2,46.84,274.33,23.7
251,고창군,2018-10,12.7,19,7.4,77,146,1.6,10.3,63.06,249.84,15.3
251,고창군,2018-11,7.6,14.5,2.6,74,35.5,1.3,8.7,61.9,182.72,8.7
251,고창군,2018-12,1.3,5.8,-2.9,69,33.9,1.8,6.9,52.12,149.16,3.2
251,고창군,2019-01,-.2,4.9,-4.7,69,13.5,1.4,5.6,59.17,176.7,1.6
251,고창군,2019-02,1.6,7.1,-3.3,65,29.2,1.8,6,54.05,207.53,3.2
251,고창군,2019-03,6.7,13.5,.7,64,21.2,1.8,10.5,57.62,493.59,8.3
251,고창군,2019-04,11.4,17.9,5.7,68,81,1.4,5.1,46.27,481.11,13.8
251,고창군,2019-05,17.5,25.3,10.5,60,63.9,1.6,8.5,64.51,726.71,20.7
251,고창군,2019-06,20.8,26.8,16,77,74.6,1.3,7.4,46.45,588.59,25
251,고창군,2019-07,24.6,29.1,21.1,81,173.6,1.6,5.3,32.23,501.05,27
251,고창군,2019-08,26,30.8,22,80,236.1,1.4,8.1,45.49,553.48,28.7
251,고창군,2019-09,21.8,26.6,18,82,234.7,1.5,11.4,37.04,394.67,24
251,고창군,2019-10,15.5,21.4,10.5,79,118.5,1.3,5.4,58.85,408.85,18.2
251,고창군,2019-11,9.2,15.3,3.7,70,42.9,1.6,7.3,55.01,298.66,9.7
251,고창군,2019-12,3.6,8.2,-.8,68,32.5,1.6,6.7,46.97,242.89,4.2
251,고창군,2020-01,2.9,7.3,-.8,72,59,1.5,10.6,38.28,234.27,4
251,고창군,2020-02,3.7,9.2,-1.2,70,48,1.6,6.8,56.57,341.61,5.4
251,고창군,2020-03,7.5,14,1.1,61,45,1.9,7.2,63.45,532.9,9.4
251,고창군,2020-04,9.8,16.8,3.3,59,31.8,1.8,9.7,69.5,661.58,13.4
251,고창군,2020-05,17.7,23.5,12.5,67,90.4,1.7,8.9,46.4,593.33,20.8
251,고창군,2020-06,22.5,28.1,18,78,157.1,1.4,8.3,39.62,557,26.4
251,고창군,2020-07,23,26.8,20.2,85,455.5,1.2,8.5,14.51,375.87,26
251,고창군,2020-08,27.3,31.7,24.2,80,464.9,1.9,10.5,39.98,512.86,30.6
251,고창군,2020-09,20.7,25.7,16.8,80,237.4,1.5,10.1,43.72,431.01,22.8
251,고창군,2020-10,14.1,20.3,8.6,70,8.1,1.3,6,61.97,439.98,15.6
251,고창군,2020-11,9.1,14.4,4.5,69,63.4,1.6,7.2,52.1,281.38,9.5
251,고창군,2020-12,1.1,6.3,-3.3,69,11.1,1.5,6.5,51.26,259.65,2.4
251,고창군,2021-01,0,4.7,-4.7,72,12.3,1.6,7.9,46.61,270.04,2.3
251,고창군,2021-02,4,9.4,-1.3,62,12.6,1.9,7.1,55.85,338.08,4.7
251,고창군,2021-03,8.6,15.3,3,70,71.8,1.7,7.9,59.3,491.81,10.5
251,고창군,2021-04,13.5,20,7.4,58,29,1.9,8.8,57.75,592.86,15.7
251,고창군,2021-05,17.2,23.2,11.1,68,101.3,1.8,7.1,48.05,606.39,19.7
251,고창군,2021-06,22.4,28.1,17.7,73,131.4,1.4,7.3,44.62,600.1,25.4
251,고창군,2021-07,26.6,31.6,22.5,76,209.9,1.4,7.3,43.64,582.01,29.2
251,고창군,2021-08,25.3,30.5,21.6,80,329.7,1.2,7.5,36.94,509.17,28.3
251,고창군,2021-09,22.3,27.1,18.3,74,161.7,1.4,6.2,37.39,407.46,24.2
251,고창군,2021-10,15.8,21.8,10.8,71,43.2,1.3,6.6,58.37,417.8,16.8
251,고창군,2021-11,8.9,15.2,4.2,77,63.5,1.2,8.4,51.4,275.91,9
251,고창군,2021-12,2.8,8.1,-1.7,71,8.2,1.6,7.7,46.87,248.68,3.5
251,고창군,2022-01,-.4,4.7,-4.8,65,1.9,1.4,6.6,55.69,310.28,1.2
251,고창군,2022-02,.2,5.5,-4.8,62,2.6,1.8,6.6,61.28,371.31,2.2
251,고창군,2022-03,7.8,14.3,1.6,69,52.1,1.7,9.5,48.63,427.1,8.9
251,고창군,2022-04,13.5,20.8,7.3,64,27.4,1.6,5.7,65.76,629.67,15.9
251,고창군,2022-05,17.5,25.1,10.7,60,.2,1.6,5.7,65.4,738.2,23.5
251,고창군,2022-06,22.9,28.2,18.8,76,155.1,2,8.7,39.82,566.92,26.7
251,고창군,2022-07,26.4,31,22.6,80,101.7,1.6,8,36.78,536.88,29.1
251,고창군,2022-08,26,30.2,22.8,82,51.7,1.6,5.7,30.35,462.24,28.9
251,고창군,2022-09,21.8,27.4,17.4,78,95.1,1.6,8.1,47.95,470.93,24.7
251,고창군,2022-10,14.1,20.6,8.8,75,53.7,1.4,7.3,65.79,462.34,16.5
253,김해시,2014-07,25.1,29.5,21.9,75,228.8,1.8,8,54.12,478.18,28.7
253,김해시,2014-08,24.3,28.1,21.8,81,676.6,2,12.2,27.39,323.67,26.6
253,김해시,2014-09,22.5,28,18.6,75,126.2,1.6,7,51.71,414.84,25.2
253,김해시,2014-10,17.1,22.9,12.8,64,126.5,1.6,6.3,64.95,396.1,19
253,김해시,2014-11,11.3,16.8,7.1,57,47.2,1.8,10.8,63.4,291.77,11.9
253,김해시,2014-12,2.2,7.2,-2.3,42,15.2,2.6,11.1,76.84,292.13,.9
253,김해시,2015-01,2.8,8,-1.4,45,27.2,2.4,9.2,65.1,299.17,.5
253,김해시,2015-02,4.9,10,.3,45,25.7,2.3,9,62.82,329.12,6.3
253,김해시,2015-03,9.2,15.4,4,46,61.9,2.5,9.8,69.8,524.21,11.8
253,김해시,2015-04,14.2,19.7,9.7,62,175.7,2,8.5,46.27,444.68,16.1
253,김해시,2015-05,19.8,25.8,15.1,59,128.3,2.2,8.8,65.29,665.06,25
253,김해시,2015-06,21.9,27,18.3,73,48.6,1.9,6.4,48.9,482.02,27.7
253,김해시,2015-07,25,29.5,21.9,78,179.9,2,13.4,28.07,463.21,27.8
253,김해시,2015-08,26.5,31.7,22.8,74,109.5,1.7,5.8,35.28,447.81,29.2
253,김해시,2015-09,21.7,27.1,17.9,70,129.5,1.6,6,58.32,166.14,23.7
253,김해시,2015-10,17.5,24.1,12.8,56,35,1.8,10.7,78.26,174.72,19.9
253,김해시,2015-11,13,17.6,9.8,68,75.8,1.7,9.3,42.53,82.92,14.3
253,김해시,2015-12,7,11.8,3,53,37.5,2.3,10.1,61.9,108.43,7.5
253,김해시,2016-01,2.3,7.2,-1.6,44,44,2.5,11.4,59.85,217.86,3.6
253,김해시,2016-02,5.2,10.6,.7,41,67,2.8,10.3,69.62,292.08,7.4
253,김해시,2016-03,9.8,15.4,5.5,60,77.6,2.1,8.7,55.74,342.06,12.4
253,김해시,2016-04,15.3,21,11.1,65,193,2.2,11.8,51.36,385.77,18.3
253,김해시,2016-05,20,26.2,14.7,62,117.8,2.3,14.9,59.28,481.7,23.2
253,김해시,2016-06,23,28,19.6,79,104.4,1.8,6.4,38.39,378.37,26.5
253,김해시,2016-07,26.6,31.9,23.1,84,162.9,1.9,8.6,44.84,397.03,29.5
253,김해시,2016-08,27.4,32.9,23.4,74,126.6,1.8,9,62.56,445.26,30.3
253,김해시,2016-09,22.1,26.4,19.3,84,391.3,1.5,6.2,27.72,229.25,24.7
253,김해시,2016-10,17.5,22.1,14.3,78,214.1,1.6,12.7,38.33,234.15,19.6
253,김해시,2016-11,10.2,15.3,5.9,67,36.2,2,6.3,53.77,210.22,11
253,김해시,2016-12,5.6,10.7,1.1,60,99.1,2.5,9.8,62.64,209.26,5.6
